yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,locationid,topicid,questionid,responseid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,14.6,14.6,,,13.8,15.4,Sex,Male,,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN01,,CRDRATE,SEX,SEXM,,,,
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,28.5,28.5,,,17.5,43.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2016,2020,IN,Indiana,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN03,,AGEADJRATE,RACE,AIAN,,,
2015,2019,UT,Utah,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),49,CAN,CAN04,,NMBR,RACE,AIAN,,,
2015,2019,TN,Tennessee,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,16.3,16.3,,,15.7,17,Sex,Female,,,,,POINT (-85.77449091399967 35.68094058000048),47,CAN,CAN01,,CRDRATE,SEX,SEXF,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,7.5,7.5,,,7.1,7.9,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN01,,CRDRATE,RACE,HIS,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN03,,AGEADJRATE,SEX,SEXM,,,
2016,2020,GA,Georgia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.6,1.6,,,0.9,2.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN03,,AGEADJRATE,RACE,API,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN02,,AGEADJRATE,RACE,AIAN,,,
2015,2019,IN,Indiana,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,18.6,18.6,,,17.9,19.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN05,,AGEADJRATE,RACE,WHT,,,,
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN02,,NMBR,SEX,SEXM,,,
2015,2019,MD,Maryland,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,11,11,,,8.8,13.5,Race/Ethnicity,Hispanic,,,,,POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN02,,AGEADJRATE,RACE,HIS,,,,
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,37,37,,,34.4,39.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN04,,CRDRATE,RACE,BLK,,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,CAN,CAN02,,AGEADJRATE,RACE,API,,,
2016,2020,NM,New Mexico,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,54.6,54.6,,,52.3,56.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),35,CAN,CAN04,,CRDRATE,RACE,WHT,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,455.3,455.3,,,441.9,469,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN07,,AGEADJRATE,RACE,BLK,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN03,,AGEADJRATE,RACE,AIAN,,,
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,382.3,382.3,,,370.2,394.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN07,,AGEADJRATE,RACE,BLK,,,,
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN03,,AGEADJRATE,RACE,AIAN,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,11875,11875,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN08,,NMBR,RACE,WHT,,,,
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,678,678,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN07,,NMBR,RACE,HIS,,,,
2015,2019,MA,Massachusetts,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN03,,CRDRATE,RACE,AIAN,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,16.8,16.8,,,16,17.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN05,,AGEADJRATE,RACE,WHT,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,310.1,310.1,,,306.5,313.8,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN07,,CRDRATE,RACE,HIS,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,36,36,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN08,,NMBR,RACE,AIAN,,,,
2015,2019,TN,Tennessee,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2.5,2.5,,,2.3,2.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),47,CAN,CAN03,,AGEADJRATE,RACE,WHT,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,2946,2946,,,,,Sex,Female,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN07,,NMBR,SEX,SEXF,,,,
2015,2019,MI,Michigan,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,191.8,191.8,,,190.1,193.4,Sex,Male,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN08,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,AL,Alabama,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,20.9,20.9,,,20.2,21.6,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN02,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,19.3,19.3,,,17.8,20.9,Race/Ethnicity,Hispanic,,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN04,,AGEADJRATE,RACE,HIS,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,7.7,7.7,,,4.8,11.6,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN02,,AGEADJRATE,RACE,HIS,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,476.2,476.2,,,466.5,486.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN07,,AGEADJRATE,RACE,WHT,,,,
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,67.9,67.9,,,64.7,71.2,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN08,,CRDRATE,RACE,API,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Female,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN05,,AGEADJRATE,SEX,SEXF,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,25.3,25.3,,,19.6,31.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN05,,AGEADJRATE,RACE,BLK,,,,
2015,2019,MI,Michigan,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,187.8,187.8,,,182.6,193.2,Race/Ethnicity,Hispanic,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN07,,CRDRATE,RACE,HIS,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN02,,CRDRATE,SEX,SEXM,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN05,,AGEADJRATE,RACE,AIAN,,,
2016,2020,KY,Kentucky,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,512.5,512.5,,,509.6,515.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN07,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,2.2,2.2,,,1.6,2.8,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN05,,CRDRATE,RACE,HIS,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,348.8,348.8,,,339.7,358.1,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN07,,AGEADJRATE,RACE,HIS,,,,
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,46.3,46.3,,,25.9,75.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN05,,CRDRATE,RACE,AIAN,,,
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,2,2,,,1.2,3,Race/Ethnicity,Hispanic,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN01,,CRDRATE,RACE,HIS,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN03,,AGEADJRATE,SEX,SEXM,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,11.6,11.6,,,10.9,12.3,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN01,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,IN,Indiana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,52.7,52.7,,,38.9,69.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN08,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,240.9,240.9,,,234.7,247.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN07,,CRDRATE,RACE,API,,,,
2015,2019,IN,Indiana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,23.3,23.3,,,14.8,35.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,IN,Indiana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,161,161,,,152.6,169.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN07,,CRDRATE,RACE,API,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,28.1,28.1,,,21.9,35.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN05,,AGEADJRATE,RACE,BLK,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14,14,,,13.7,14.2,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN01,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,10.3,10.3,,,7.6,13.6,Race/Ethnicity,Hispanic,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN05,,AGEADJRATE,RACE,HIS,,,,
2016,2020,MD,Maryland,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN02,,AGEADJRATE,RACE,AIAN,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,153.6,153.6,,,143.9,163.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN08,,CRDRATE,RACE,AIAN,,,,
2016,2020,AL,Alabama,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,39.5,39.5,,,37.9,41.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,17.6,17.6,,,12.4,24.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN01,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,399.2,399.2,,,396.9,401.5,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,293.1,293.1,,,280.7,305.8,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN07,,CRDRATE,RACE,HIS,,,,
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,329.1,329.1,,,324.7,333.4,Race/Ethnicity,Hispanic,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN07,,AGEADJRATE,RACE,HIS,,,,
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.8,1.8,,,1.1,2.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN03,,AGEADJRATE,RACE,API,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,19.2,19.2,,,14.7,24.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN01,,AGEADJRATE,RACE,BLK,,,,
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,18.4,18.4,,,17.5,19.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN02,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NJ,New Jersey,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,167.3,167.3,,,165.6,169,Sex,Male,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN08,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,OK,Oklahoma,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,2305,2305,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),40,CAN,CAN04,,NMBR,OVERALL,OVR,,,,
2015,2019,MD,Maryland,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,38,38,,,37.2,38.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN04,,AGEADJRATE,RACE,WHT,,,,
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,8932,8932,,,,,Sex,Male,,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,OK,Oklahoma,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,617.3,617.3,,,604.9,629.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CAN,CAN07,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,178,178,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN08,,NMBR,RACE,API,,,,
2016,2020,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,158.1,158.1,,,155,161.3,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN08,,AGEADJRATE,OVERALL,OVR,,,,
